2009 11 17  21 33 56.541  2  01 05 09.08  -16 48 51.7  134 52 51  218 38 19  500 500  218863.20091117.213358
2009 11 17  21 46 55.436  2  19 57 01.21  +54 54 12.7  54  56 45  146 58 48  500 500  2004RD84.20091117.214701
2009 11 17  21 59 18.191  2  23 04 21.84  +17 25 24.9  98  23 34  184 25 40  500 500  16834.20091117.215926
2009 11 17  22 11 28.055  2  23 57 18.03  +04 29 30.9  108 32 43  197 20 54  500 500  2009SG2.20091117.221133
2009 11 17  22 18 37.448  2  19 57 00.72  +54 54 24.8  46  59 57  146 58 12  500 500  143678.20091117.221845
2009 11 17  22 27 50.202  2  19 57 00.03  +54 54 27.1  44  41 14  146 58 2   500 500  9202.20091117.222759
2009 11 17  22 39 54.895  2  23 28 41.05  +19 28 35.0  94  18 24  182 22 21  500 500  30825.20091117.224002
2009 11 17  22 50 44.138  2  00 10 55.38  +13 52 37.9  102 7  54  187 58 16  500 500  17274.20091117.225049
2009 11 17  23 00 29.557  2  00 10 00.94  +13 52 48.1  99  27 47  187 57 57  500 500  17274.20091117.230032
2009 11 17  23 13 17.617  2  02 13 10.92  -10 02 36.9  126 59 11  211 52 54  500 500  2005EO1.20091117.231327
2009 11 17  23 22 18.672  2  02 13 10.34  -10 02 45.2  124 43 35  211 52 58  500 500  1999HY1.20091117.232223
2009 11 17  23 33 28.878  2  00 19 51.29  +26 25 41.5  93  42 16  175 25 44  500 500  138184.20091117.233330
2009 11 17  23 42 50.605  2  00 19 52.68  +26 25 31.5  91  21 58  175 25 46  500 500  3553.20091117.234251
2009 11 17  23 51 51.352  2  00 19 50.78  +26 25 16.2  89  6  8   175 25 53  500 500  3553.20091117.235201
2009 11 18  00 03 45.324  2  02 39 04.59  -05 46 10.9  120 49 6   207 36 54  500 500  2008WB59.20091118.000349
2009 11 18  00 14 58.223  2  03 31 13.25  -12 16 06.3  131 1  39  214 7  3   500 500  136617.20091118.001508
2009 11 18  00 24 01.637  2  03 31 12.76  -12 16 12.5  128 45 28  214 7  5   500 500  2009NH.20091118.002412
2009 11 18  00 35 58.631  2  01 30 34.97  +18 00 46.1  95  41 32  183 50 22  500 500  154244.20091118.003606
2009 11 18  00 48 05.611  2  00 40 29.33  +35 16 23.8  80  13 54  166 34 54  500 500  2009RD4.20091118.004813
2009 11 18  00 50 30.706  2  00 40 29.18  +35 16 24.2  79  36 59  166 34 51  500 500  3200.20091118.005032
2009 11 18  01 00 57.901  2  21 48 08.79  +55 26 07.2  34  7  36  146 24 43  500 500  17493.20091118.010103
2009 11 18  01 09 35.212  2  21 47 38.12  +61 26 39.7  31  58 7   140 25 1   500 500  17493.20091118.010936
2009 11 18  01 22 35.652  2  02 57 59.83  +09 04 12.0  105 49 31  192 47 26  500 500  2004HM1.20091118.012236
2009 11 18  01 33 50.857  2  05 57 23.13  -23 28 27.2  147 46 30  225 20 37  500 500  85818.20091118.013400
2009 11 18  01 45 08.709  2  02 59 52.53  +15 20 43.6  100 39 58  186 31 13  500 500  17493.20091118.014518
2009 11 18  01 54 30.413  2  02 59 51.91  +15 20 34.9  98  19 14  186 31 14  500 500  217683.20091118.015438
2009 11 18  02 05 22.449  2  05 25 42.34  -15 56 55.6  131 58 5   217 48 59  500 500  2009RD4.20091118.020533
2009 11 18  02 11 44.507  2  01 51 09.83  +39 01 05.4  76  58 44  162 50 39  500 500  22771.20091118.021149
2009 11 18  02 20 17.823  2  01 51 09.05  +39 00 54.4  74  50 1   162 50 40  500 500  22771.20091118.022020
2009 11 18  02 48 36.566  2  02 39 58.21  +37 20 00.8  79  55 42  164 32 14  500 500  1999XS16.20091118.024840
2009 11 18  02 57 40.783  2  02 39 59.07  +37 20 09.4  77  39 40  164 31 55  500 500  624.20091118.025748
2009 11 18  03 02 02.628  2  02 39 58.26  +37 20 05.1  76  33 55  164 31 54  500 500  624.20091118.030205
2009 11 18  03 08 26.284  2  04 31 41.98  +11 13 10.0  102 43 48  190 39 40  500 500  2009QD34.20091118.030902
